rate_scale(Y),0.3,0.327083,0.354167,0.38125,0.408333,0.435417,0.4625,0.489583,0.516667,0.54375,0.570833,0.597917,0.625,0.652083,0.679167,0.70625,0.733333,0.760417,0.7875,0.814583,0.841667,0.86875,0.895833,0.922917,0.95
0.001,0.00393895,0.0154176,0.00647191,0.0132966,0.0492579,0.061021,0.0821265,0.102159,0.135184,0.148964,0.201777,0.233385,0.2635,0.301127,0.349175,0.391929,0.453556,0.493769,0.539856,0.605281,0.646289,0.704204,0.742474,0.798957,0.851256
0.0509583,0.0068372,0.00791278,0.014741,0.00891644,0.0384274,0.0780531,0.122424,0.167689,0.221746,0.258543,0.322315,0.358272,0.421491,0.469875,0.520962,0.581626,0.629569,0.678143,0.727576,0.76941,0.808007,0.856532,0.887832,0.910166,0.936217
0.100917,0.00756372,0.0124274,0.011368,0.0164445,0.01741,0.106521,0.189021,0.242682,0.299481,0.348744,0.405653,0.457122,0.515065,0.553083,0.615805,0.658829,0.718233,0.759172,0.803984,0.83407,0.870764,0.898012,0.920739,0.92792,0.937658
0.150875,0.00557016,0.0064356,0.0087675,0.00511422,0.0776558,0.147308,0.212115,0.27315,0.341812,0.404409,0.458899,0.517448,0.573161,0.617254,0.681667,0.722483,0.765787,0.799147,0.837582,0.861753,0.89605,0.909927,0.926863,0.935427,0.942173
0.200833,0.00859049,0.00737018,0.0108048,0.0092251,0.022595,0.148562,0.256706,0.309319,0.385439,0.449088,0.516939,0.565243,0.617558,0.673444,0.717261,0.760849,0.796528,0.835219,0.866449,0.885023,0.900998,0.917401,0.934021,0.938096,0.940539
0.250792,0.00402788,0.00555476,0.0132417,0.0145317,0.0255009,0.193509,0.271186,0.340281,0.424506,0.495171,0.54421,0.601659,0.658262,0.707283,0.743807,0.78736,0.823388,0.849551,0.875513,0.893357,0.910511,0.922323,0.929955,0.938046,0.944275
0.30075,0.00559409,0.00984142,0.0110943,0.0277474,0.0420915,0.19135,0.286135,0.355697,0.439643,0.497735,0.582407,0.630453,0.686785,0.726546,0.77278,0.806165,0.837606,0.863522,0.883356,0.904942,0.909977,0.926864,0.936404,0.939028,0.940128
0.350708,0.0057522,0.00878303,0.0150692,0.0114135,0.0143573,0.19877,0.320097,0.400031,0.469201,0.537382,0.600115,0.656041,0.709648,0.75124,0.793363,0.82792,0.855803,0.873076,0.888043,0.906073,0.921115,0.929264,0.932549,0.94319,0.941691
0.400667,0.00566559,0.00441131,0.0172357,0.00498127,0.0203683,0.233205,0.330291,0.417185,0.480366,0.562323,0.622136,0.684833,0.727307,0.766128,0.797684,0.84074,0.859309,0.881047,0.90057,0.904609,0.919173,0.928541,0.934973,0.942191,0.940665
0.450625,0.0045285,0.00709882,0.00417315,0.00458822,0.0990831,0.231945,0.338647,0.429668,0.52549,0.583412,0.63589,0.70301,0.74602,0.781776,0.813943,0.843451,0.864862,0.88639,0.902328,0.916618,0.918108,0.92838,0.935479,0.94254,0.942514
0.500583,0.00789876,0.00643867,0.00695604,0.0153927,0.0659834,0.25247,0.344534,0.46182,0.525343,0.594547,0.666349,0.711119,0.757848,0.787499,0.825573,0.854968,0.869156,0.889366,0.906154,0.911044,0.923577,0.932834,0.935844,0.939804,0.943584
0.550542,0.00497812,0.00376594,0.00326228,0.0116159,0.0368894,0.0169698,0.368223,0.467739,0.548145,0.611664,0.669874,0.722282,0.768674,0.806843,0.835859,0.859692,0.877203,0.893191,0.904905,0.915648,0.925818,0.93137,0.935362,0.940849,0.944145
0.6005,0.00853931,0.00746956,0.00794288,0.0222033,0.0217631,0.289031,0.379135,0.480029,0.549035,0.617642,0.674688,0.73646,0.767175,0.812455,0.841481,0.86479,0.878972,0.894845,0.90691,0.918848,0.922553,0.927952,0.937157,0.939681,0.943689
0.650458,0.00254495,0.00424386,0.0043104,0.0154792,0.0134872,0.272683,0.393149,0.495414,0.57652,0.644834,0.694489,0.739187,0.787362,0.817074,0.843156,0.863777,0.882062,0.900696,0.907956,0.916298,0.925403,0.932196,0.937499,0.942452,0.946303
0.700417,0.00627095,0.00503173,0.00991158,0.00432424,0.0633598,0.281915,0.41152,0.490499,0.58007,0.649168,0.698312,0.751262,0.796183,0.81939,0.846924,0.863275,0.882204,0.898446,0.910462,0.916985,0.929293,0.929979,0.936253,0.939215,0.940796
0.750375,0.00356642,0.00801045,0.0110128,0.00569703,0.0509676,0.0252993,0.406229,0.507421,0.586144,0.667444,0.708416,0.760485,0.800052,0.829167,0.856558,0.873113,0.886497,0.902823,0.914554,0.916285,0.927113,0.932385,0.935072,0.939705,0.945411
0.800333,0.00425704,0.00312934,0.00914514,0.00782086,0.0554309,0.309271,0.430715,0.526413,0.604062,0.673836,0.721899,0.765928,0.800663,0.833528,0.853935,0.872156,0.888477,0.901283,0.910374,0.919363,0.928923,0.931529,0.937078,0.940999,0.945444
0.850292,0.00565145,0.00407116,0.00932375,0.0192319,0.018714,0.291863,0.420357,0.533703,0.60905,0.68126,0.731488,0.77548,0.808969,0.83911,0.85607,0.873812,0.894819,0.901907,0.912261,0.919181,0.927077,0.933779,0.941346,0.948521,0.942746
0.90025,0.00602301,0.00603436,0.0117653,0.0195156,0.0311869,0.308342,0.448057,0.533997,0.623736,0.683645,0.735592,0.779201,0.809819,0.843003,0.855202,0.876552,0.892524,0.904484,0.908543,0.919384,0.924918,0.935082,0.935646,0.942022,0.942842
0.950208,0.00724568,0.00792021,0.0118568,0.0258474,0.0570515,0.331745,0.457072,0.558128,0.621521,0.688824,0.739293,0.775455,0.80935,0.843897,0.859288,0.87438,0.894704,0.903356,0.917652,0.924956,0.925447,0.935302,0.935298,0.943639,0.945424
1.00017,0.00664355,0.00483713,0.00376082,0.00941504,0.0504444,0.323195,0.465138,0.55272,0.637082,0.693434,0.754916,0.791404,0.818794,0.838769,0.871984,0.882069,0.895849,0.900617,0.913746,0.917791,0.929334,0.935296,0.937488,0.941396,0.941679
1.05012,0.00686284,0.00458227,0.00791048,0.00500575,0.0188353,0.325794,0.471418,0.564237,0.63697,0.709693,0.751353,0.796193,0.820542,0.845839,0.870305,0.887482,0.892298,0.903374,0.914448,0.921802,0.92614,0.932512,0.937891,0.943503,0.943986
1.10008,0.00593316,0.00396496,0.00463016,0.0138995,0.0733818,0.329965,0.474474,0.559278,0.654886,0.710974,0.759295,0.801127,0.825709,0.850018,0.864676,0.886437,0.900294,0.906503,0.912047,0.9231,0.928426,0.932285,0.934408,0.942477,0.941037
1.15004,0.0102132,0.0103906,0.0130652,0.0281131,0.0203295,0.344253,0.455861,0.583429,0.658755,0.708517,0.766129,0.795667,0.825981,0.853501,0.863346,0.879399,0.894732,0.904345,0.913326,0.92078,0.932107,0.932575,0.935775,0.938139,0.943622
1.2,0.00260936,0.00597088,0.00637377,0.00806861,0.0328534,0.346069,0.473176,0.589272,0.648734,0.719234,0.766007,0.802885,0.83007,0.853555,0.871832,0.887444,0.899373,0.905072,0.912643,0.926401,0.925807,0.932817,0.936601,0.943662,0.9451
