rate_scale(Y),0.3,0.334211,0.368421,0.402632,0.436842,0.471053,0.505263,0.539474,0.573684,0.607895,0.642105,0.676316,0.710526,0.744737,0.778947,0.813158,0.847368,0.881579,0.915789,0.95
0.01,0.00614571,0.0114511,0.00970886,0.0318166,0.0526708,0.104956,0.132236,0.183198,0.217626,0.273813,0.341965,0.39264,0.459957,0.527076,0.585605,0.649533,0.699826,0.772077,0.836762,0.895933
0.0786207,0.00803002,0.0160948,0.0130654,0.0411264,0.102344,0.186346,0.242292,0.314937,0.376319,0.445587,0.510155,0.574845,0.63616,0.700286,0.760358,0.80752,0.856846,0.894601,0.919405,0.938654
0.147241,0.00841288,0.00911088,0.0107182,0.0221433,0.143779,0.226253,0.316947,0.381467,0.458358,0.532175,0.605329,0.664212,0.726988,0.777773,0.825548,0.869937,0.89792,0.919192,0.933433,0.941213
0.215862,0.00682534,0.00928483,0.0110944,0.00846072,0.157819,0.28372,0.374058,0.448676,0.528773,0.598531,0.667719,0.724552,0.778195,0.820505,0.856228,0.88565,0.909418,0.924848,0.937648,0.942901
0.284483,0.00562013,0.010654,0.00874421,0.0340364,0.186331,0.308433,0.407628,0.500925,0.570756,0.643309,0.70769,0.759722,0.805582,0.845543,0.871418,0.9003,0.915312,0.930099,0.937395,0.943168
0.353103,0.00898068,0.00568496,0.00826819,0.0612594,0.226931,0.341449,0.442285,0.527247,0.613216,0.674505,0.736981,0.788702,0.829437,0.858929,0.887515,0.902046,0.919217,0.929693,0.940354,0.944513
0.421724,0.00757591,0.0123323,0.0154494,0.0262362,0.237958,0.36512,0.473754,0.559355,0.641466,0.706371,0.764508,0.81203,0.843902,0.868763,0.894888,0.912608,0.916439,0.92834,0.936395,0.942798
0.490345,0.00798792,0.00716697,0.00716514,0.0518968,0.215873,0.391679,0.49158,0.578874,0.664893,0.725973,0.77731,0.819651,0.853183,0.87675,0.895909,0.911714,0.926629,0.933279,0.935677,0.943233
0.558966,0.00880556,0.00873185,0.0180338,0.0211028,0.232145,0.400879,0.512467,0.607935,0.679067,0.736701,0.784055,0.833232,0.866033,0.884178,0.900224,0.915276,0.926712,0.932761,0.938196,0.945511
0.627586,0.00734401,0.00923903,0.0151241,0.0663527,0.281286,0.424718,0.533096,0.625762,0.692801,0.755724,0.804971,0.840175,0.869044,0.886899,0.90465,0.919258,0.927404,0.932457,0.943615,0.942179
0.696207,0.0106231,0.00756121,0.0194025,0.033211,0.299128,0.435645,0.541863,0.640684,0.706259,0.766632,0.803455,0.850718,0.87313,0.891357,0.903722,0.923057,0.926378,0.934827,0.942061,0.940144
0.764828,0.00987155,0.00958838,0.00942815,0.0248792,0.308676,0.439382,0.5642,0.657955,0.721244,0.779043,0.818038,0.848727,0.873168,0.892888,0.909944,0.916716,0.930219,0.939023,0.938161,0.943469
0.833448,0.00743709,0.0096951,0.00874512,0.0291386,0.30862,0.457701,0.58375,0.66548,0.734077,0.776726,0.824598,0.854375,0.878544,0.89571,0.907679,0.91838,0.93256,0.933671,0.93996,0.942207
0.902069,0.00687704,0.0120226,0.0163318,0.0486136,0.262784,0.483755,0.592256,0.676952,0.744722,0.790151,0.83329,0.862548,0.880608,0.897198,0.910329,0.923145,0.930575,0.932618,0.939249,0.944207
0.97069,0.0139528,0.00555866,0.0130952,0.0287623,0.3258,0.487835,0.597532,0.681645,0.746853,0.801212,0.837708,0.863266,0.883889,0.900198,0.910368,0.922997,0.929735,0.934999,0.940966,0.944676
1.03931,0.00553018,0.0097679,0.00909086,0.0322,0.326128,0.506844,0.603307,0.696145,0.750751,0.803158,0.836038,0.862646,0.881637,0.900636,0.917997,0.92405,0.929914,0.9343,0.939864,0.946502
1.10793,0.00363338,0.00514124,0.00709706,0.0398902,0.336168,0.505153,0.618663,0.695073,0.761891,0.806645,0.839472,0.865915,0.887379,0.901805,0.910662,0.925653,0.925556,0.937257,0.939307,0.944203
1.17655,0.00654952,0.00842522,0.0108263,0.0541331,0.351387,0.510627,0.630782,0.710926,0.763278,0.810922,0.847025,0.865724,0.893163,0.900772,0.914472,0.923047,0.929044,0.932197,0.939351,0.943312
1.24517,0.0073344,0.0107912,0.00780252,0.0075602,0.355962,0.506844,0.640088,0.713903,0.774412,0.813998,0.848252,0.868691,0.889577,0.902723,0.911349,0.919658,0.928905,0.936723,0.936573,0.942072
1.31379,0.00602613,0.00510605,0.0126791,0.0194967,0.275426,0.528702,0.637193,0.726257,0.775217,0.822577,0.851521,0.872511,0.890884,0.907156,0.912119,0.923658,0.930529,0.933835,0.939308,0.945541
1.38241,0.00625183,0.00583294,0.0102358,0.0210196,0.369024,0.534038,0.652607,0.723866,0.785604,0.823379,0.849816,0.874763,0.88863,0.901629,0.912922,0.924223,0.930833,0.934457,0.939385,0.943655
1.45103,0.00553527,0.0103749,0.0092276,0.0544025,0.386694,0.537047,0.657086,0.723878,0.786369,0.822239,0.845986,0.873338,0.88937,0.906814,0.914601,0.92446,0.93008,0.935738,0.939441,0.944528
1.51966,0.00561092,0.0104684,0.0190432,0.0412536,0.377541,0.543202,0.665723,0.743341,0.796973,0.822424,0.856829,0.877277,0.891075,0.905546,0.918615,0.919579,0.930862,0.93806,0.943571,0.945842
1.58828,0.00467826,0.00767186,0.00446349,0.0237775,0.369817,0.554431,0.659397,0.738914,0.782673,0.827343,0.852664,0.879582,0.89341,0.90507,0.912949,0.919694,0.928155,0.934981,0.941948,0.945866
1.6569,0.00613066,0.00907889,0.0090014,0.0461251,0.380165,0.565533,0.656839,0.738874,0.79699,0.829652,0.850727,0.880741,0.891963,0.910663,0.920442,0.921711,0.933654,0.934392,0.942763,0.94522
1.72552,0.0100237,0.0089569,0.0154005,0.0605606,0.294724,0.566985,0.663979,0.740599,0.80083,0.828918,0.864018,0.882328,0.894402,0.901667,0.922957,0.924073,0.932082,0.93356,0.940461,0.940856
1.79414,0.0074505,0.0118651,0.0178736,0.0609866,0.396003,0.570824,0.66633,0.744803,0.801925,0.833967,0.857432,0.879445,0.896524,0.90866,0.918507,0.922994,0.933164,0.938607,0.941925,0.946125
1.86276,0.00709819,0.00798151,0.0248761,0.0129509,0.383099,0.566146,0.684406,0.753813,0.801715,0.832895,0.866733,0.875037,0.899881,0.909369,0.912284,0.928484,0.932245,0.936879,0.942706,0.947836
1.93138,0.00704464,0.00629311,0.0057243,0.0314415,0.303026,0.583735,0.679476,0.74933,0.800014,0.834744,0.861772,0.879695,0.892718,0.906904,0.914613,0.927129,0.930303,0.934268,0.943444,0.94123
2,0.00684964,0.011484,0.00983394,0.0677172,0.313237,0.585514,0.68035,0.752931,0.806732,0.830375,0.857058,0.878409,0.892949,0.905794,0.915019,0.929038,0.930499,0.934557,0.937555,0.943854
