rate_scale(Y),0.3,0.322414,0.344828,0.367241,0.389655,0.412069,0.434483,0.456897,0.47931,0.501724,0.524138,0.546552,0.568966,0.591379,0.613793,0.636207,0.658621,0.681034,0.703448,0.725862,0.748276,0.77069,0.793103,0.815517,0.837931,0.860345,0.882759,0.905172,0.927586,0.95
0.001,0.0170967,0.0200336,0.0101031,0.0260029,0.0547757,0.09605,0.216783,0.267578,0.344815,0.409508,0.498537,0.524392,0.562645,0.600196,0.642824,0.668066,0.70154,0.720586,0.73574,0.747103,0.768155,0.776921,0.781689,0.786318,0.795266,0.787313,0.778694,0.766122,0.741124,0.698369
0.00126896,0.00393241,0.00986064,0.0342428,0.0244293,0.00940583,0.126767,0.205496,0.270922,0.355728,0.423896,0.481826,0.520049,0.555097,0.604052,0.644405,0.658709,0.693815,0.7187,0.729467,0.742119,0.751776,0.762241,0.768829,0.775727,0.775465,0.771635,0.749144,0.736609,0.71343,0.64528
0.00161026,0.0120878,0.0113829,0.0217924,0.020286,0.0666622,0.0775524,0.210674,0.265192,0.338563,0.420096,0.463535,0.525955,0.546141,0.600612,0.627544,0.655017,0.687847,0.706697,0.724285,0.728946,0.746738,0.756741,0.756005,0.755929,0.752249,0.749004,0.739565,0.699764,0.687015,0.599492
0.00204336,0.0140467,0.00925933,0.00547879,0.0496821,0.043335,0.0390062,0.200795,0.282322,0.34095,0.401874,0.446874,0.505939,0.550393,0.591905,0.620367,0.652821,0.669808,0.693593,0.706167,0.712611,0.732966,0.736005,0.727038,0.723171,0.722147,0.716186,0.692579,0.666969,0.617038,0.505963
0.00259294,0.00711739,0.0139258,0.0187056,0.0364794,0.027479,0.147792,0.197667,0.289806,0.356891,0.397397,0.462753,0.501974,0.541088,0.574712,0.607887,0.639285,0.647303,0.683063,0.690422,0.700148,0.699602,0.700434,0.701504,0.704342,0.704048,0.67289,0.654395,0.633274,0.561634,0.432746
0.00329034,0.0109774,0.0185153,0.00759041,0.0179057,0.0329043,0.120636,0.202831,0.284558,0.324566,0.379435,0.43617,0.492023,0.529553,0.565252,0.591719,0.619384,0.636528,0.655381,0.678867,0.67076,0.678845,0.684287,0.669488,0.671827,0.655996,0.637916,0.597563,0.568032,0.471455,0.351414
0.00417532,0.0161826,0.0173264,0.0141343,0.0184701,0.0627536,0.105905,0.218284,0.2767,0.33186,0.388846,0.436375,0.47708,0.505176,0.544251,0.579353,0.588986,0.618463,0.632836,0.639384,0.649541,0.648742,0.651345,0.63563,0.626937,0.612448,0.588432,0.546466,0.495112,0.399153,0.2389
0.00529832,0.0115559,0.0139491,0.00859627,0.024304,0.0136331,0.153529,0.200298,0.269714,0.343168,0.3844,0.411339,0.467449,0.492985,0.532653,0.558219,0.566976,0.587716,0.601592,0.601892,0.618581,0.612528,0.613813,0.60161,0.583976,0.561807,0.530523,0.480851,0.402203,0.296766,0.118913
0.00672336,0.00553515,0.0170536,0.0114771,0.0126074,0.0375473,0.088051,0.165452,0.234469,0.314565,0.360278,0.41371,0.448151,0.478173,0.510055,0.528816,0.547439,0.558496,0.564644,0.57175,0.570736,0.561782,0.551622,0.526268,0.512386,0.503025,0.458529,0.372769,0.318553,0.204411,0.0209302
0.00853168,0.0150172,0.0113657,0.0164713,0.0526063,0.0479436,0.0452113,0.197028,0.252467,0.300829,0.353243,0.395947,0.421676,0.452103,0.47577,0.491435,0.511454,0.524791,0.517465,0.523139,0.519585,0.51306,0.498195,0.481364,0.457427,0.410787,0.373722,0.298413,0.198181,0.0723753,0.131062
0.0108264,0.00387724,0.00388816,0.0193244,0.0231958,0.0508163,0.136222,0.18035,0.234469,0.28373,0.326465,0.370338,0.403121,0.429139,0.441989,0.454827,0.467194,0.477874,0.477216,0.47152,0.471613,0.45328,0.423765,0.405559,0.375183,0.332393,0.258393,0.193734,0.10563,0.0495396,0.256947
0.0137382,0.00642185,0.00438517,0.00831223,0.0363754,0.0263716,0.0327447,0.157753,0.241377,0.279187,0.303226,0.335853,0.360071,0.384922,0.403488,0.422334,0.420541,0.424684,0.423171,0.406919,0.403588,0.383639,0.34525,0.328575,0.28647,0.228378,0.166283,0.0746217,0.0223076,0.179392,0.397259
0.0174333,0.00689397,0.00904057,0.0171572,0.0111859,0.0235763,0.0559612,0.167921,0.205648,0.254472,0.284804,0.310926,0.329206,0.351986,0.369201,0.370378,0.361626,0.365826,0.364816,0.337552,0.328867,0.30891,0.27536,0.233178,0.182398,0.121534,0.0540961,0.0434656,0.158612,0.298602,0.511772
0.0221222,0.00537729,0.00383474,0.0121401,0.0109196,0.00849018,0.0306637,0.143211,0.181611,0.233674,0.260712,0.279672,0.295003,0.310866,0.314075,0.304362,0.30528,0.305141,0.292714,0.266056,0.242859,0.215579,0.177973,0.137169,0.0879206,0.0130955,0.0687117,0.15251,0.281172,0.413404,0.611954
0.0280722,0.00355622,0.00939346,0.0127098,0.0123859,0.00708892,0.0702104,0.126882,0.176181,0.199917,0.226597,0.238938,0.245117,0.262215,0.260051,0.250235,0.24757,0.233958,0.210398,0.191174,0.16633,0.125483,0.0815319,0.03235,0.0265094,0.0966342,0.189727,0.282793,0.412467,0.538123,0.690947
0.0356225,0.0107843,0.00324544,0.0101122,0.0206754,0.0182867,0.0546141,0.113611,0.140142,0.174308,0.194768,0.206821,0.206233,0.206147,0.194464,0.185078,0.172669,0.154943,0.128837,0.100076,0.0641595,0.0299498,0.0208663,0.0768844,0.135063,0.213109,0.29943,0.398019,0.507756,0.629854,0.75741
0.0452035,0.00345599,0.00250576,0.00838071,0.0125878,0.0201962,0.0499578,0.0850256,0.130112,0.144199,0.149875,0.156088,0.154099,0.146417,0.134289,0.119982,0.100974,0.0725848,0.0502648,0.0132252,0.02638,0.0805356,0.134997,0.181702,0.254319,0.329339,0.403695,0.513988,0.601914,0.71128,0.808393
0.0573615,0.00622116,0.0048832,0.00424188,0.00477465,0.00625271,0.0171242,0.0811618,0.0938151,0.103518,0.106569,0.108322,0.0980405,0.0782424,0.0650549,0.042498,0.0224108,0.0109903,0.0469167,0.0900747,0.140206,0.173632,0.237853,0.300871,0.363823,0.442125,0.521077,0.604659,0.679952,0.773361,0.842404
0.0727895,0.0034696,0.00296565,0.010253,0.0068392,0.00541737,0.0366371,0.0562565,0.0710868,0.0690769,0.0667774,0.045604,0.0388042,0.0249777,0.0152303,0.0315323,0.0643222,0.0968551,0.138187,0.174471,0.230151,0.28196,0.341007,0.400094,0.470724,0.538335,0.612895,0.683701,0.745904,0.81939,0.867026
0.0923671,0.00322931,0.00319188,0.00606373,0.00538316,0.00733755,0.0157238,0.0372318,0.0307272,0.028631,0.0155092,0.00557858,0.0261538,0.0518725,0.077329,0.118915,0.151605,0.189453,0.230559,0.270451,0.328734,0.383531,0.448485,0.498171,0.559011,0.623268,0.686994,0.752267,0.804755,0.850854,0.88556
0.11721,0.00478702,0.00377906,0.00491655,0.00530089,0.0041143,0.00638861,0.0120926,0.00830342,0.0197849,0.0350684,0.0660347,0.093852,0.124961,0.156,0.198959,0.234986,0.277091,0.322892,0.3777,0.425666,0.474624,0.537833,0.582699,0.646892,0.692382,0.744254,0.795243,0.833935,0.872147,0.899881
