rate_scale(Y),0.3,0.334211,0.368421,0.402632,0.436842,0.471053,0.505263,0.539474,0.573684,0.607895,0.642105,0.676316,0.710526,0.744737,0.778947,0.813158,0.847368,0.881579,0.915789,0.95
0,0.0218899,0.0156287,0.05456,0.188031,0.256045,0.350355,0.466634,0.514952,0.589041,0.657312,0.716099,0.763278,0.770716,0.805968,0.837161,0.847228,0.856274,0.865506,0.888152,0.899047
0.0210526,0.00813726,0.0146679,0.0310315,0.0600138,0.150713,0.226147,0.268133,0.296512,0.315762,0.32829,0.314587,0.298378,0.287015,0.241803,0.190749,0.110884,0.0231271,0.134355,0.326567,0.583511
0.0421053,0.0124164,0.0104322,0.0117251,0.0549216,0.100914,0.147999,0.162227,0.172338,0.169397,0.14267,0.11354,0.0888378,0.0247471,0.0446108,0.124251,0.211196,0.335029,0.470351,0.642886,0.781805
0.0631579,0.0053108,0.00785051,0.0123051,0.0301772,0.0652619,0.0934437,0.0894727,0.0736096,0.0560031,0.0198895,0.0223648,0.0742168,0.139721,0.215812,0.304846,0.402295,0.505182,0.63962,0.761066,0.852799
0.0842105,0.00688578,0.00915746,0.00937047,0.00772099,0.050591,0.0485795,0.028394,0.0103729,0.031666,0.0737595,0.124403,0.183722,0.259082,0.341424,0.417964,0.528376,0.614676,0.715702,0.812044,0.878426
0.105263,0.00614256,0.00749993,0.0105118,0.0103895,0.0277136,0.0130704,0.0181057,0.057264,0.100223,0.150142,0.209624,0.272314,0.350775,0.434385,0.511894,0.603657,0.68094,0.77624,0.845198,0.901809
0.126316,0.00662084,0.00724477,0.00685906,0.00898926,0.0102619,0.024107,0.0600062,0.0984755,0.151772,0.212784,0.266384,0.341493,0.420253,0.493818,0.585542,0.64834,0.725924,0.80442,0.866983,0.907578
0.147368,0.00635206,0.00622989,0.0100882,0.0118967,0.0146147,0.0538745,0.0885106,0.146125,0.196826,0.266371,0.333073,0.397556,0.478087,0.56041,0.632301,0.701613,0.76911,0.83022,0.878945,0.911925
0.168421,0.0049403,0.0071079,0.00748072,0.00775654,0.0378933,0.075047,0.119975,0.178707,0.243964,0.302587,0.375941,0.444468,0.520706,0.587439,0.662889,0.74033,0.793629,0.842993,0.882624,0.910829
0.189474,0.00533488,0.00716591,0.00771315,0.0159202,0.038091,0.0964399,0.158931,0.216943,0.280218,0.348657,0.418989,0.497347,0.565339,0.640642,0.701302,0.766881,0.813995,0.859915,0.88871,0.919185
0.210526,0.00784324,0.00672972,0.00678417,0.0108638,0.0627035,0.124831,0.178408,0.24345,0.316903,0.384085,0.459492,0.521281,0.593108,0.65762,0.719677,0.776518,0.831683,0.872062,0.893552,0.924725
0.231579,0.00771561,0.00812434,0.0108733,0.0221229,0.0672032,0.131454,0.198937,0.267319,0.338956,0.417624,0.48063,0.556203,0.622754,0.685266,0.754361,0.798352,0.842691,0.873203,0.9004,0.921258
0.252632,0.00800754,0.00619713,0.009822,0.0198332,0.0871682,0.161317,0.219379,0.28659,0.369281,0.439154,0.506459,0.579275,0.65467,0.704402,0.764054,0.815761,0.8491,0.884672,0.906159,0.926374
0.273684,0.00741563,0.00615171,0.00899497,0.0216297,0.0988478,0.17187,0.247414,0.31196,0.385972,0.463398,0.534255,0.59893,0.667835,0.721621,0.778307,0.821335,0.855783,0.886144,0.902359,0.929096
0.294737,0.00831601,0.00755686,0.0111173,0.0102509,0.102737,0.187764,0.261954,0.330648,0.419832,0.490582,0.559485,0.629248,0.689474,0.742084,0.790743,0.835413,0.869886,0.89029,0.913797,0.926169
0.315789,0.00664002,0.00865447,0.0110648,0.0219875,0.111391,0.196928,0.273939,0.34804,0.436787,0.517242,0.577329,0.648874,0.703042,0.75516,0.801503,0.843292,0.8672,0.89688,0.909021,0.930302
0.336842,0.00958478,0.00781919,0.0127751,0.0147188,0.121034,0.214265,0.291479,0.378435,0.445528,0.527727,0.58996,0.661063,0.712328,0.766387,0.813859,0.841314,0.881517,0.899898,0.914952,0.931407
0.357895,0.00625422,0.0089318,0.00983499,0.0263872,0.142749,0.22572,0.315653,0.386474,0.466236,0.53715,0.60785,0.677076,0.72747,0.780025,0.821907,0.847236,0.882031,0.901254,0.918171,0.931809
0.378947,0.00786891,0.00787353,0.00868196,0.0237505,0.151101,0.230229,0.320335,0.40881,0.484622,0.555683,0.623932,0.68795,0.742863,0.786093,0.831742,0.85735,0.878691,0.899026,0.920357,0.927504
0.4,0.00580827,0.00831573,0.0103518,0.0155938,0.156936,0.257796,0.333883,0.418845,0.500926,0.566447,0.639906,0.700695,0.739235,0.796678,0.83431,0.861756,0.886863,0.906744,0.920206,0.93298
