rate_scale(Y),0.3,0.334211,0.368421,0.402632,0.436842,0.471053,0.505263,0.539474,0.573684,0.607895,0.642105,0.676316,0.710526,0.744737,0.778947,0.813158,0.847368,0.881579,0.915789,0.95
0,0.00892132,0.00915315,0.0107124,0.038834,0.0534461,0.0831405,0.179393,0.214387,0.245945,0.24145,0.301786,0.358202,0.385302,0.457221,0.521412,0.590908,0.667411,0.719669,0.782845,0.854127
0.0210526,0.00709913,0.0069477,0.0144281,0.0287873,0.068702,0.111338,0.154498,0.197462,0.262146,0.317727,0.37417,0.431652,0.490693,0.564387,0.619266,0.684352,0.74667,0.810634,0.872497,0.920693
0.0421053,0.0087458,0.0106377,0.0151952,0.0370768,0.0779878,0.146874,0.194177,0.254605,0.315265,0.3777,0.431504,0.488512,0.568892,0.624819,0.689747,0.748845,0.809488,0.860286,0.907476,0.92954
0.0631579,0.00445216,0.00899561,0.0120166,0.0364919,0.101886,0.16,0.218767,0.296067,0.344057,0.418618,0.480068,0.542542,0.612074,0.670288,0.729123,0.789428,0.837241,0.881697,0.917063,0.933729
0.0842105,0.00503661,0.00682889,0.0104942,0.0109625,0.122951,0.187693,0.251621,0.326163,0.385069,0.45468,0.518195,0.577995,0.645918,0.707943,0.762308,0.81855,0.858516,0.897533,0.923904,0.938697
0.105263,0.00477434,0.00908049,0.0158642,0.0240852,0.126046,0.199531,0.269913,0.34958,0.419454,0.488578,0.552895,0.616711,0.681486,0.743155,0.792454,0.838028,0.874944,0.912337,0.929605,0.944348
0.126316,0.00786514,0.00893546,0.00940579,0.0381192,0.141726,0.219009,0.297497,0.368635,0.442375,0.508644,0.577532,0.641212,0.705251,0.759978,0.81531,0.846528,0.881099,0.911711,0.934164,0.942891
0.147368,0.00617123,0.00485119,0.0087885,0.0488273,0.135951,0.236408,0.30617,0.392622,0.464843,0.536076,0.60628,0.668048,0.727047,0.78212,0.828633,0.864024,0.896429,0.918401,0.932426,0.941775
0.168421,0.00554979,0.00750752,0.0157112,0.0362016,0.166759,0.248808,0.327439,0.408027,0.485924,0.555131,0.624644,0.684964,0.741343,0.7892,0.83373,0.877118,0.898727,0.920355,0.932524,0.939841
0.189474,0.00458285,0.00668216,0.0147255,0.0539967,0.149987,0.26341,0.354473,0.433652,0.509945,0.578963,0.644103,0.710427,0.763549,0.812792,0.847892,0.885261,0.906033,0.925112,0.935047,0.9427
0.210526,0.0105757,0.00868501,0.00694535,0.0326201,0.178446,0.282493,0.362336,0.444104,0.528405,0.598017,0.661999,0.718192,0.772089,0.813906,0.852025,0.884876,0.91111,0.927272,0.935236,0.943582
0.231579,0.00621824,0.0122566,0.011878,0.0622881,0.171156,0.276708,0.372546,0.459339,0.53691,0.612519,0.670655,0.734909,0.784534,0.827167,0.868742,0.893697,0.915614,0.923617,0.935689,0.940808
0.252632,0.00767431,0.00798519,0.0109972,0.0479213,0.188895,0.303386,0.385408,0.472242,0.555066,0.624819,0.684797,0.742818,0.800426,0.835531,0.867635,0.897452,0.914997,0.929708,0.935682,0.943069
0.273684,0.0095175,0.00678136,0.0132218,0.0515261,0.201302,0.307289,0.404082,0.486543,0.563733,0.636628,0.700412,0.752622,0.803112,0.838658,0.87515,0.896408,0.913267,0.926347,0.932437,0.945143
0.294737,0.00722289,0.00670453,0.0175799,0.013922,0.197308,0.319778,0.412793,0.491188,0.584377,0.651312,0.712954,0.769237,0.813976,0.848716,0.878351,0.905496,0.921097,0.928466,0.937861,0.942273
0.315789,0.00488524,0.0135741,0.0162849,0.0467723,0.204228,0.323018,0.419929,0.503087,0.592599,0.667583,0.721129,0.778677,0.820267,0.852298,0.882524,0.907189,0.916102,0.930943,0.934036,0.94456
0.336842,0.00822852,0.00603847,0.0190515,0.0313688,0.212875,0.337379,0.43207,0.523849,0.595149,0.672691,0.727205,0.782087,0.821201,0.858291,0.884908,0.902862,0.922591,0.931978,0.938689,0.943985
0.357895,0.00625756,0.0091653,0.0101837,0.0457638,0.229143,0.345969,0.450407,0.528155,0.606194,0.674055,0.734363,0.792565,0.829104,0.861723,0.889111,0.902329,0.924107,0.931557,0.939456,0.943208
0.378947,0.00910218,0.00557222,0.0064825,0.0402886,0.240249,0.343213,0.450913,0.543146,0.619306,0.686662,0.744664,0.795744,0.834918,0.866166,0.893744,0.907569,0.918497,0.928211,0.938195,0.940534
0.4,0.00494169,0.0101975,0.0103576,0.0228805,0.243686,0.370917,0.458904,0.548179,0.631548,0.691563,0.752682,0.801993,0.830853,0.86965,0.894644,0.909917,0.92438,0.933417,0.93948,0.943024
